,time,kalby_active_power,prev_day_power,50thQuantile,5thQuantile,90thQuantile,Hour_5thQuantile,Hour_50thQuantile,Hour_90thQuantile,mean_wind_speed,mean_wind_dirn,mean_humidity,fr_wind_dirn,fr_accum_precip,fr_mean_humidity,fr_wind_speed
35,2023-09-25 12:00:00,-627.6441296728972,-938.9529674899194,-955.6680925396126,-2958.4651034140174,21.822157118055557,-3342.852441945787,-938.9529674899194,-627.6441296728972,4.7,192.0,72.0,189.08659363,0.0,0.63688993,4.49117851
36,2023-09-25 13:00:00,-826.3778722426471,-532.1340488818807,-940.3982060185185,-2958.4651034140174,21.822157118055557,-3604.4238137637867,-826.3778722426471,-532.1340488818807,4.1,174.0,73.0,185.72671509,0.0,0.69118059,3.86903071
37,2023-09-25 14:00:00,-539.0425588348766,-296.261328125,-940.3982060185185,-2958.4651034140174,21.822157118055557,-2958.4651034140174,-539.0425588348766,-296.261328125,3.8,163.0,72.0,178.81286621,0.0,0.67134416,3.63531947
38,2023-09-25 15:00:00,-182.2249940814394,-190.6058974847561,-938.9529674899194,-2958.4651034140174,21.822157118055557,-2946.598048080633,-190.6058974847561,-182.2249940814394,3.2,140.0,79.0,168.51730347,0.0,0.67845494,3.19688034
39,2023-09-25 17:00:00,-699.8286236702128,-31.985491071428573,-869.3479206232735,-2958.4651034140174,21.822157118055557,-2391.050339885454,-699.8286236702128,-31.985491071428573,0.5,135.0,86.0,133.34376526,0.0,0.86346889,0.99132484
40,2023-09-25 18:00:00,-428.49253806089746,26.9736328125,-869.3479206232735,-2958.4651034140174,21.822157118055557,-2664.369340214416,-428.49253806089746,26.9736328125,0.7,116.0,90.0,145.71972656,0.0,0.95848626,0.51154447
41,2023-09-25 19:00:00,-592.6494140625,18.752859933035715,-826.3778722426471,-2958.4651034140174,21.822157118055557,-2369.9699021242977,-592.6494140625,18.752859933035715,1.3,100.0,91.0,131.67276001,0.0,0.970999,1.5071274
42,2023-09-25 20:00:00,-422.570693597561,28.1142578125,-826.3778722426471,-2958.4651034140174,21.822157118055557,-2717.7745293288935,-422.570693597561,28.1142578125,1.7,74.0,92.0,131.75074768,0.0,0.95490158,1.91460025
43,2023-09-25 21:00:00,-358.95478877314815,21.822157118055557,-806.5708250221631,-2958.4651034140174,21.822157118055557,-2156.13649103139,-358.95478877314815,21.822157118055557,1.8,0.0,93.0,172.82041931,0.0,0.9644087,1.68910837
44,2023-09-25 22:00:00,-250.89810341282896,-95.03898111979167,-806.5708250221631,-2958.4651034140174,21.822157118055557,-1704.7695120073893,-250.89810341282896,-95.03898111979167,2.7,179.0,93.0,170.2677002,0.0,0.96977252,1.74772954
45,2023-09-25 23:00:00,-103.1712582236842,-159.3461277173913,-785.0939919008027,-2958.4651034140174,21.822157118055557,-955.6680925396126,-159.3461277173913,-103.1712582236842,3.2,199.0,94.0,166.53210449,0.0,0.96923828,1.68625355
46,2023-09-26 00:00:00,22.634626116071427,-475.91199669471155,-785.0939919008027,-2958.4651034140174,22.634626116071427,-992.2974917763158,-63.81669921875,22.634626116071427,3.6,275.0,96.0,157.00016785,0.0,0.96835345,1.49814451
47,2023-09-26 01:00:00,25.3740234375,-774.2980244954427,-774.2980244954427,-2958.4651034140174,25.3740234375,-774.2980244954427,-24.921875,25.3740234375,3.2,0.0,96.0,154.54908752,0.0,0.97053581,1.26648271
48,2023-09-26 02:00:00,19.96446814903846,-940.3982060185185,-774.2980244954427,-2958.4651034140174,25.3740234375,-940.3982060185185,19.96446814903846,27.698952414772727,3.2,39.0,93.0,141.84381104,0.0,0.98502409,0.66511416
49,2023-09-26 03:00:00,-18.58154296875,-964.744796833664,-730.2415669759115,-2958.4651034140174,25.3740234375,-964.744796833664,-18.58154296875,16.849283854166668,3.0,34.0,94.0,168.96884155,0.0,0.96809447,1.01505816
50,2023-09-26 04:00:00,-87.28589709051724,-1311.9805138221154,-730.2415669759115,-2958.4651034140174,25.3740234375,-1311.9805138221154,-87.28589709051724,-24.62017144097222,2.7,2.0,95.0,144.37649536,0.0,0.97459477,0.77529347
51,2023-09-26 05:00:00,-31.00577059659091,-1828.3995813440395,-706.2119565217391,-2958.4651034140174,25.3740234375,-1828.3995813440395,-355.17046023637823,-31.00577059659091,1.5,55.0,97.0,119.88451385,0.0,0.99327147,0.79489368
52,2023-09-26 06:00:00,27.50531684027778,-1843.4639241171524,-706.2119565217391,-2958.4651034140174,26.9736328125,-1843.4639241171524,-1117.0058530745969,27.50531684027778,0.0,0.0,97.0,78.147789,0.0,0.96150249,0.46821898
53,2023-09-26 07:00:00,24.73515625,-2024.2947811092342,-699.8286236702128,-2946.598048080633,26.9736328125,-2024.2947811092342,-1093.4740566037735,24.73515625,1.5,0.0,97.0,138.81600952,0.0,0.93946838,0.71783394
54,2023-09-26 08:00:00,-34.50450721153846,-1221.2256682320926,-699.8286236702128,-2946.598048080633,25.3740234375,-1221.2256682320926,-869.3479206232735,-34.50450721153846,0.3,133.0,87.0,136.70507812,0.0,0.89655173,1.19848251
55,2023-09-26 09:00:00,-11.008510044642858,-1055.7955863997781,-695.0995968549679,-2946.598048080633,25.3740234375,-1642.692412926762,-1055.7955863997781,-11.008510044642858,0.6,130.0,84.0,142.43812561,0.0,0.79564452,0.88297415
56,2023-09-26 10:00:00,-127.04827724358974,-806.5708250221631,-695.0995968549679,-2946.598048080633,25.3740234375,-2569.31845703125,-806.5708250221631,-127.04827724358974,1.5,130.0,81.0,147.87321472,0.0,0.73048878,1.43298733
57,2023-09-26 11:00:00,31.311244419642858,-682.0639853597689,-682.0639853597689,-2946.598048080633,26.9736328125,-3108.6879867880352,-682.0639853597689,31.311244419642858,2.1,126.0,77.0,152.2046051,0.0,0.70274782,2.16067314
58,2023-09-26 12:00:00,20.046142578125,-627.6441296728972,-682.0639853597689,-2946.598048080633,26.9736328125,-3342.852441945787,-627.6441296728972,20.046142578125,1.4,122.0,76.0,153.01693726,0.0,0.73413527,1.97971952
59,2023-09-26 13:00:00,-26.766702586206897,-826.3778722426471,-627.6441296728972,-2946.598048080633,26.9736328125,-3604.4238137637867,-532.1340488818807,-26.766702586206897,1.8,102.0,77.0,158.29177856,0.0,0.74301589,2.04333687
60,2023-09-26 14:00:00,-4.99541015625,-539.0425588348766,-627.6441296728972,-2946.598048080633,26.9736328125,-2958.4651034140174,-296.261328125,-4.99541015625,2.1,112.0,84.0,154.26425171,0.0,0.76529384,1.68078923
61,2023-09-26 15:00:00,-232.68390541888297,-182.2249940814394,-616.6776211503624,-2946.598048080633,26.9736328125,-2946.598048080633,-190.6058974847561,-182.2249940814394,2.4,102.0,84.0,93.39089203,0.0,0.80286109,0.99893779
62,2023-09-26 16:00:00,-922.06982421875,-706.2119565217391,-627.6441296728972,-2946.598048080633,26.9736328125,-2441.6710365032327,-706.2119565217391,-39.360758463541664,2.5,72.0,89.0,96.61314392,0.0,0.83893311,1.28192556
63,2023-09-26 17:00:00,-919.8962053571429,-699.8286236702128,-627.6441296728972,-2946.598048080633,26.9736328125,-2391.050339885454,-699.8286236702128,-31.985491071428573,2.0,68.0,91.0,96.5508728,0.0,0.86969525,1.59465373
64,2023-09-26 18:00:00,-1115.5937890625,-428.49253806089746,-682.0639853597689,-2946.598048080633,26.9736328125,-2664.369340214416,-428.49253806089746,26.9736328125,1.5,76.0,90.0,104.35471344,0.0,0.92220151,0.82736146
65,2023-09-26 19:00:00,-900.5798611111111,-592.6494140625,-682.0639853597689,-2946.598048080633,26.9736328125,-2369.9699021242977,-592.6494140625,18.752859933035715,0.8,82.0,92.0,105.97814178,0.0,0.95955527,1.70204473
66,2023-09-26 20:00:00,-390.6024199695122,-422.570693597561,-682.0639853597689,-2946.598048080633,26.9736328125,-2717.7745293288935,-390.6024199695122,28.1142578125,1.0,81.0,93.0,117.15180206,0.0,0.94510508,1.67226589
67,2023-09-26 21:00:00,-204.397021484375,-358.95478877314815,-627.6441296728972,-2946.598048080633,26.9736328125,-2156.13649103139,-204.397021484375,21.822157118055557,1.5,92.0,94.0,113.21386719,0.0,0.96007377,1.48689234
68,2023-09-26 22:00:00,-16.48370361328125,-250.89810341282896,-627.6441296728972,-2946.598048080633,26.9736328125,-1704.7695120073893,-95.03898111979167,-16.48370361328125,1.9,96.0,95.0,134.14448547,0.0,0.93591917,1.54905939
69,2023-09-26 23:00:00,-118.90859375,-103.1712582236842,-616.6776211503624,-2946.598048080633,26.9736328125,-955.6680925396126,-118.90859375,-103.1712582236842,2.1,142.0,95.0,133.49446106,0.0,0.91644895,1.51474547
70,2023-09-27 00:00:00,22.634626116071427,22.634626116071427,-616.6776211503624,-2946.598048080633,26.9736328125,-992.2974917763158,-63.81669921875,22.634626116071427,3.8,0.0,96.0,156.70866394,0.0,0.92105746,1.86330938
71,2023-09-27 01:00:00,21.111653645833332,25.3740234375,-592.6494140625,-2946.598048080633,26.9736328125,-774.2980244954427,-24.921875,25.3740234375,3.9,0.0,95.0,178.37063599,0.0,0.93585879,1.77711463
72,2023-09-27 02:00:00,-117.89037181712963,19.96446814903846,-592.6494140625,-2946.598048080633,26.9736328125,-940.3982060185185,-117.89037181712963,27.698952414772727,3.7,0.0,95.0,173.78410339,0.0,0.9600901,1.32301354
73,2023-09-27 03:00:00,-21.245768229166668,-18.58154296875,-539.0425588348766,-2717.7745293288935,26.9736328125,-964.744796833664,-21.245768229166668,16.849283854166668,3.6,0.0,97.0,153.71229553,0.0,0.99033308,1.2465378
74,2023-09-27 04:00:00,22.53244357638889,-87.28589709051724,-539.0425588348766,-2717.7745293288935,25.3740234375,-1311.9805138221154,-87.28589709051724,22.53244357638889,3.9,0.0,98.0,159.54885864,0.0,0.99147785,1.0317409
75,2023-09-27 05:00:00,27.698952414772727,-31.00577059659091,-532.1340488818807,-2717.7745293288935,26.9736328125,-1828.3995813440395,-355.17046023637823,27.698952414772727,3.8,250.0,99.0,196.72058105,0.0,0.99543768,0.9702
76,2023-09-27 06:00:00,16.494466145833332,27.50531684027778,-532.1340488818807,-2717.7745293288935,26.9736328125,-1843.4639241171524,-1117.0058530745969,27.50531684027778,3.5,264.0,99.0,166.29270935,0.0,0.99270684,1.44582748
77,2023-09-27 07:00:00,18.66083984375,24.73515625,-486.4133391203704,-2717.7745293288935,26.9736328125,-2024.2947811092342,-1093.4740566037735,24.73515625,2.9,249.0,99.0,164.81056213,0.0,0.96125817,1.37387717
78,2023-09-27 08:00:00,19.561789772727273,-34.50450721153846,-486.4133391203704,-2717.7745293288935,26.9736328125,-1221.2256682320926,-869.3479206232735,19.561789772727273,2.3,224.0,98.0,192.31546021,0.0,0.89298189,1.79369879
79,2023-09-27 09:00:00,-38.8015625,-11.008510044642858,-475.91199669471155,-2717.7745293288935,26.9736328125,-1642.692412926762,-1055.7955863997781,-11.008510044642858,2.6,209.0,88.0,196.74432373,0.0,0.820517,2.4508698
80,2023-09-27 10:00:00,-61.959836269946805,-127.04827724358974,-475.91199669471155,-2717.7745293288935,26.9736328125,-2569.31845703125,-806.5708250221631,-61.959836269946805,3.7,213.0,83.0,209.58068848,0.0,0.7838189,2.0871861
81,2023-09-27 11:00:00,18.5809326171875,31.311244419642858,-428.49253806089746,-2717.7745293288935,26.9736328125,-3108.6879867880352,-682.0639853597689,31.311244419642858,4.3,222.0,79.0,212.02481079,0.0,0.74651074,2.05641937
82,2023-09-27 12:00:00,23.77587890625,20.046142578125,-428.49253806089746,-2717.7745293288935,26.9736328125,-3342.852441945787,-627.6441296728972,23.77587890625,3.3,235.0,78.0,229.15010071,0.0,0.75072193,2.0239315
83,2023-09-27 13:00:00,19.779866536458332,-26.766702586206897,-422.570693597561,-2717.7745293288935,26.9736328125,-3604.4238137637867,-532.1340488818807,19.779866536458332,2.5,218.0,73.0,230.64489746,0.0,0.71701479,1.5638442
84,2023-09-27 14:00:00,21.11187065972222,-4.99541015625,-422.570693597561,-2717.7745293288935,26.9736328125,-2958.4651034140174,-296.261328125,21.11187065972222,2.0,221.0,70.0,217.57115173,0.0,0.70799696,1.34918344
85,2023-09-27 15:00:00,21.931565504807693,-232.68390541888297,-390.6024199695122,-2717.7745293288935,26.9736328125,-2946.598048080633,-190.6058974847561,21.931565504807693,2.8,198.0,74.0,221.53131104,0.0,0.76532435,2.13188362
86,2023-09-27 16:00:00,13.95703125,-922.06982421875,-390.6024199695122,-2717.7745293288935,26.9736328125,-2441.6710365032327,-706.2119565217391,13.95703125,0.9,201.0,91.0,176.72096252,0.0,0.83525574,0.52682501
87,2023-09-27 17:00:00,-540.9649394914215,-919.8962053571429,-390.6024199695122,-2717.7745293288935,26.9736328125,-2391.050339885454,-699.8286236702128,-31.985491071428573,1.2,256.0,95.0,148.8366394,0.0,0.93329436,0.95657367
88,2023-09-27 18:00:00,-781.530253507653,-1115.5937890625,-422.570693597561,-2717.7745293288935,26.9736328125,-2664.369340214416,-781.530253507653,26.9736328125,2.8,156.0,96.0,123.15077209,0.0,0.99071431,0.68029463
89,2023-09-27 19:00:00,-262.8073790015244,-900.5798611111111,-390.6024199695122,-2717.7745293288935,26.9736328125,-2369.9699021242977,-592.6494140625,18.752859933035715,1.6,46.0,98.0,113.95350647,0.0,0.95125568,0.99508023
90,2023-09-27 20:00:00,-184.23053385416668,-390.6024199695122,-390.6024199695122,-2717.7745293288935,26.9736328125,-2717.7745293288935,-390.6024199695122,28.1142578125,0.8,63.0,99.0,125.69657135,0.0,0.9118197,1.2659657
91,2023-09-27 21:00:00,-1023.122802734375,-204.397021484375,-390.6024199695122,-2717.7745293288935,26.9736328125,-2156.13649103139,-358.95478877314815,21.822157118055557,0.7,54.0,98.0,135.90771484,0.0,0.94713598,1.4825933
92,2023-09-27 22:00:00,-1526.451192220052,-16.48370361328125,-422.570693597561,-2717.7745293288935,26.9736328125,-1704.7695120073893,-250.89810341282896,-16.48370361328125,2.2,21.0,97.0,126.35176849,0.0,0.98792255,1.4796052
93,2023-09-27 23:00:00,-1679.9075435169957,-118.90859375,-422.570693597561,-2664.369340214416,26.9736328125,-1679.9075435169957,-159.3461277173913,-103.1712582236842,2.2,45.0,96.0,114.84438324,0.0,0.96041036,1.81947184
94,2023-09-28 00:00:00,-947.6275266617064,22.634626116071427,-428.49253806089746,-2664.369340214416,25.3740234375,-992.2974917763158,-63.81669921875,22.634626116071427,2.6,44.0,96.0,109.11786652,0.0,0.97334957,1.78376961
95,2023-09-28 01:00:00,-624.2077205882352,21.111653645833332,-428.49253806089746,-2664.369340214416,25.3740234375,-774.2980244954427,-24.921875,25.3740234375,2.4,64.0,97.0,115.34384155,0.0,0.97975826,1.43042982
96,2023-09-28 02:00:00,-445.52725497159093,-117.89037181712963,-445.52725497159093,-2664.369340214416,25.3740234375,-940.3982060185185,-117.89037181712963,27.698952414772727,2.9,77.0,97.0,137.48457336,0.0,0.94801962,2.18512392
97,2023-09-28 03:00:00,-511.53985305059524,-21.245768229166668,-445.52725497159093,-2664.369340214416,25.3740234375,-964.744796833664,-21.245768229166668,16.849283854166668,3.1,85.0,96.0,145.53147888,0.0,0.92355967,2.04616904
98,2023-09-28 04:00:00,-611.522735060307,22.53244357638889,-475.91199669471155,-2664.369340214416,25.3740234375,-1311.9805138221154,-87.28589709051724,22.53244357638889,2.7,68.0,94.0,144.66409302,0.0,0.90657693,2.07122827
99,2023-09-28 05:00:00,-216.4145388719512,27.698952414772727,-445.52725497159093,-2664.369340214416,25.3740234375,-1828.3995813440395,-216.4145388719512,27.698952414772727,2.4,64.0,93.0,151.23468018,0.0,0.93123502,1.85764933
100,2023-09-28 06:00:00,-227.7360377956081,16.494466145833332,-445.52725497159093,-2664.369340214416,25.3740234375,-1843.4639241171524,-227.7360377956081,27.50531684027778,2.8,123.0,89.0,139.70352173,0.0,0.91429746,2.37200069
101,2023-09-28 07:00:00,-219.40365084134615,18.66083984375,-428.49253806089746,-2664.369340214416,25.3740234375,-2024.2947811092342,-219.40365084134615,24.73515625,4.2,160.0,85.0,165.2658844,0.0,0.86792672,2.48330736
102,2023-09-28 08:00:00,-523.8318211036392,19.561789772727273,-445.52725497159093,-2664.369340214416,25.3740234375,-1221.2256682320926,-523.8318211036392,19.561789772727273,4.7,186.0,82.0,167.4458313,0.0,0.81284213,3.04788494
103,2023-09-28 09:00:00,-184.63984375,-38.8015625,-428.49253806089746,-2664.369340214416,25.3740234375,-1642.692412926762,-184.63984375,-11.008510044642858,4.4,199.0,78.0,188.51573181,0.0,0.75357604,3.51529694
104,2023-09-28 10:00:00,-214.88446180555556,-61.959836269946805,-428.49253806089746,-2664.369340214416,25.3740234375,-2569.31845703125,-214.88446180555556,-61.959836269946805,4.0,200.0,75.0,181.83596802,0.0,0.7473954,3.17441392
105,2023-09-28 11:00:00,-145.35288217905406,18.5809326171875,-422.570693597561,-2664.369340214416,25.3740234375,-3108.6879867880352,-145.35288217905406,31.311244419642858,4.0,212.0,75.0,187.06253052,0.0,0.73970449,3.35750532
106,2023-09-28 12:00:00,-236.05449021464648,23.77587890625,-422.570693597561,-2664.369340214416,25.3740234375,-3342.852441945787,-236.05449021464648,23.77587890625,3.9,210.0,74.0,187.50007629,0.0,0.73656082,3.59941316
107,2023-09-28 13:00:00,-262.55889054840685,19.779866536458332,-390.6024199695122,-2664.369340214416,25.3740234375,-3604.4238137637867,-262.55889054840685,19.779866536458332,2.8,212.0,73.0,190.21118164,0.0,0.73363101,3.48009658
108,2023-09-28 14:00:00,-383.25646520543984,21.11187065972222,-390.6024199695122,-2664.369340214416,25.3740234375,-2958.4651034140174,-296.261328125,21.11187065972222,4.6,216.0,76.0,207.72685242,0.0,0.7696265,3.51220703
109,2023-09-28 15:00:00,-297.0285904255319,21.931565504807693,-383.25646520543984,-2664.369340214416,25.3740234375,-2946.598048080633,-190.6058974847561,21.931565504807693,4.9,226.0,76.0,229.95370483,0.0,0.80614078,3.46052599
110,2023-09-28 16:00:00,-571.66439453125,13.95703125,-390.6024199695122,-2664.369340214416,25.3740234375,-2441.6710365032327,-571.66439453125,13.95703125,5.5,238.0,80.0,233.47657776,0.0,0.84875906,2.85963655
111,2023-09-28 17:00:00,-586.88146484375,-540.9649394914215,-390.6024199695122,-2664.369340214416,25.3740234375,-2391.050339885454,-586.88146484375,-31.985491071428573,5.5,248.0,88.0,236.58638,0.0,0.85442066,2.08031034
112,2023-09-28 18:00:00,-632.0831740359042,-781.530253507653,-422.570693597561,-2664.369340214416,25.3740234375,-2664.369340214416,-632.0831740359042,26.9736328125,5.7,262.0,89.0,268.53131104,0.0,0.91899681,1.62908864
113,2023-09-28 19:00:00,-380.17792426215277,-262.8073790015244,-390.6024199695122,-2569.31845703125,25.3740234375,-2369.9699021242977,-380.17792426215277,18.752859933035715,5.4,265.0,86.0,276.92190552,0.0,0.96478891,1.95400321
114,2023-09-28 20:00:00,-37.99730009191177,-184.23053385416668,-390.6024199695122,-2569.31845703125,24.73515625,-2717.7745293288935,-184.23053385416668,28.1142578125,4.8,15.0,92.0,286.54711914,0.0,0.91019326,1.99014604
